2322	105	3	6.51
14216	14	11	53.92
12	311	61	45.15
8187	367	8	104.37
162	15150	3	29.67
2350	109	6	25.62
117	220	5	4.59
4513	8213	4	65.24
2437	105	6	21.39
12	22026	5	22.13
587	715	5	38.13
730	325	6	41.64
102	4044	4	7.09
12	1008	24	21.93
113	14868	3	22.8
7697	14	21	107.83
40568	14	3	12.18
368	867	3	18.39
1734	101	6	5.02
16188	7694	3	54.93
32324	14	4	17.19
346	9	13	38.9
9207	737	3	36.68
12815	102	5	23.13
4187	35	41	492.95
1752	316	7	62.64
12	16040	5	16.94
8538	578	3	34.72
436	1366	3	21.98
5729	115	15	141.23
26905	12	3	10.16
185	9618	7	80.16
1413	10159	5	74.75
105	929	6	10.73
103	31289	4	34.08
133	2876	3	17.01
3952	119	7	50.58
25856	14	4	14.69
106	4352	5	22.68
7	4722	8	44.54
5815	161	4	33.5
47003	14	3	16.55
2569	106	4	12.35
1617	10628	11	192.03
113	529	8	22.74
12	15407	3	6.09
12	6469	6	10.26
795	8	16	78.16
13432	685	3	38.98
2596	6830	8	130.28
1138	145	3	12.08
117	802	3	6.28
688	1204	16	181.32
255	45681	3	46.85
103	1476	5	9.45
6409	33865	3	61.58
12	2158	18	31.2
104	4081	3	9.1
103	8047	4	18.88
8211	16	18	203.55
102	607	76	301.14
52548	14	3	16.55
18595	14	8	37.98
1438	911	7	73.25
12	7609	5	8.41
20876	14	7	32.71
447	165	4	13.84
14414	12	7	28.41
14372	2270	3	46.76
41690	131	3	40.11
116	240	8	14.46
21496	5163	3	55.01
239	7690	3	28.92
394	498	3	15.83
165	10937	10	123.39
1002	195	3	14.78
26624	38617	3	71.86
2048	14	75	371.74
1032	101	21	41.62
110	8518	3	17.19
305	725	3	16.4
178	245	5	15.32
383	203	4	15.89
2044	102	7	11.26
12401	7	3	16.95
188	1219	4	22.89
45247	14	3	16.55
33254	9	4	47.18
576	7862	4	48.37
103	8018	4	18.88
1542	17482	3	45.75
102	1320	10	14.68
2163	16	3	11.16
10364	106	4	23.88
653	308	5	31.54
285	13937	3	34.19
17660	14	8	37.98
7842	12	6	12.73
144	950	3	11.12
12	18314	6	25.21
6761	3455	6	97.05
16024	8	4	34.01
9310	101	9	44.38
33364	12	3	13.78
1110	111	3	6.12
102	2046	29	129.16
1144	212	7	49.82
4749	14	31	142.64
38758	14	4	22.06
13674	12	3	5.58
1777	109	3	7.27
102	3759	7	18.7
103	4155	3	8.41
101	2836	7	12.92
21417	773	3	43.64
361	17791	3	37.65
511	131	26	169.63
216	837	14	112.18
2	3034	8	33.35
102	2274	9	20.09
101	8179	3	6.82
12	7791	5	8.41
12	6194	6	9.84
3369	148	5	36.59
273	1277	7	55.92
2317	107	4	12.02
38269	14	4	22.06
115	662	6	17.8
7645	1275	3	38.56
457	103	10	12.5
44581	13435	3	71.18
181	7777	8	88.41
4608	102	5	12.02
16	1025	10	45.59
3129	21	34	334.39
542	396	4	23.98
5202	148	4	30.88
2412	11092	4	62.66
1255	106	4	7.18
984	4501	4	47.36
106	1600	7	22.81
129	267	12	44.59
222	565	13	93.33
5208	171	4	33.11
2332	137	5	31.96
106	3214	7	32.18
253	1403	3	18.82
16165	14	9	43.27
410	979	6	47.8
373	2904	5	48.36
